id,System,Month,AREA,Site,Oper,Factor,Target,Value,,,,,,
706,EMS,202503,PKG,IC,M/D,No Wip,실적,0.1070,,,,,,
707,EMS,202503,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
708,EMS,202503,PKG,IC,M/D,Loss,실적,0.5480 ,,,,,,
709,EMS,202503,PKG,IC,M/K,투자가동률,실적,0.2200,,,,,,
710,EMS,202503,PKG,IC,M/K,No Wip,실적,0.1014,,,,,,
711,EMS,202503,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
712,EMS,202503,PKG,IC,M/K,Loss,실적,0.7800 ,,,,,,
713,EMS,202503,PKG,IC,SBM,투자가동률,실적,0.4251,,,,,,
714,EMS,202503,PKG,IC,SBM,No Wip,실적,0.2973,,,,,,
715,EMS,202503,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
716,EMS,202503,PKG,IC,SBM,Loss,실적,0.5749 ,,,,,,
717,EMS,202503,PKG,IC,S/G,투자가동률,실적,0.5025,,,,,,
718,EMS,202503,PKG,IC,S/G,No Wip,실적,0.3151,,,,,,
719,EMS,202503,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
720,EMS,202503,PKG,IC,S/G,Loss,실적,0.4975 ,,,,,,
721,RPT,202503,PKG,IC,B/G,투자가동률,실적,0.7569,,,,,,
722,RPT,202503,PKG,IC,B/G,No Wip,실적,0.6246,,,,,,
723,RPT,202503,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
724,RPT,202503,PKG,IC,B/G,Loss,실적,0.2431 ,,,,,,
725,RPT,202503,PKG,IC,WSD,투자가동률,실적,0.7183,,,,,,
726,RPT,202503,PKG,IC,WSD,No Wip,실적,0.2303,,,,,,
727,RPT,202503,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
728,RPT,202503,PKG,IC,WSD,Loss,실적,0.2817 ,,,,,,
729,RPT,202503,PKG,IC,W/S,투자가동률,실적,0.9529,,,,,,
730,RPT,202503,PKG,IC,W/S,No Wip,실적,0.0522,,,,,,
731,RPT,202503,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
732,RPT,202503,PKG,IC,W/S,Loss,실적,0.0471 ,,,,,,
733,RPT,202503,PKG,IC,D/A,투자가동률,실적,0.8586,,,,,,
734,RPT,202503,PKG,IC,D/A,No Wip,실적,0.3157,,,,,,
735,RPT,202503,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
736,RPT,202503,PKG,IC,D/A,Loss,실적,0.1414 ,,,,,,
737,RPT,202503,PKG,IC,FCB,투자가동률,실적,0.2190,,,,,,
738,RPT,202503,PKG,IC,FCB,No Wip,실적,0.0194,,,,,,
739,RPT,202503,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
740,RPT,202503,PKG,IC,FCB,Loss,실적,0.7810 ,,,,,,
741,RPT,202503,PKG,IC,W/B,투자가동률,실적,0.7266,,,,,,
742,RPT,202503,PKG,IC,W/B,No Wip,실적,0.6239,,,,,,
743,RPT,202503,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
744,RPT,202503,PKG,IC,W/B,Loss,실적,0.2734 ,,,,,,
745,RPT,202503,PKG,IC,M/D,투자가동률,실적,0.6333,,,,,,
746,RPT,202503,PKG,IC,M/D,No Wip,실적,0.0568,,,,,,
747,RPT,202503,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
748,RPT,202503,PKG,IC,M/D,Loss,실적,0.3667 ,,,,,,
749,RPT,202503,PKG,IC,M/K,투자가동률,실적,0.7331,,,,,,
750,RPT,202503,PKG,IC,M/K,No Wip,실적,0.1103,,,,,,
751,RPT,202503,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
752,RPT,202503,PKG,IC,M/K,Loss,실적,0.2669 ,,,,,,
753,RPT,202503,PKG,IC,SBM,투자가동률,실적,0.3263,,,,,,
754,RPT,202503,PKG,IC,SBM,No Wip,실적,0.3158,,,,,,
755,RPT,202503,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
756,RPT,202503,PKG,IC,SBM,Loss,실적,0.6737 ,,,,,,
757,RPT,202503,PKG,IC,S/G,투자가동률,실적,0.8680,,,,,,
758,RPT,202503,PKG,IC,S/G,No Wip,실적,0.0886,,,,,,
759,RPT,202503,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
760,RPT,202503,PKG,IC,S/G,Loss,실적,0.1320 ,,,,,,
761,CIM,202503,PKG,IC,B/G,투자가동률,실적,0.4319,,,,,,
762,CIM,202503,PKG,IC,B/G,No Wip,실적,0.2405,,,,,,
763,CIM,202503,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
764,CIM,202503,PKG,IC,B/G,Loss,실적,0.5681 ,,,,,,
765,CIM,202503,PKG,IC,WSD,투자가동률,실적,0.8168,,,,,,
766,CIM,202503,PKG,IC,WSD,No Wip,실적,0.4760,,,,,,
767,CIM,202503,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
768,CIM,202503,PKG,IC,WSD,Loss,실적,0.1832 ,,,,,,
769,CIM,202503,PKG,IC,W/S,투자가동률,실적,0.2606,,,,,,
770,CIM,202503,PKG,IC,W/S,No Wip,실적,0.1413,,,,,,
771,CIM,202503,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
772,CIM,202503,PKG,IC,W/S,Loss,실적,0.7394 ,,,,,,
773,CIM,202503,PKG,IC,D/A,투자가동률,실적,0.1573,,,,,,
774,CIM,202503,PKG,IC,D/A,No Wip,실적,0.1220,,,,,,
775,CIM,202503,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
776,CIM,202503,PKG,IC,D/A,Loss,실적,0.8427 ,,,,,,
777,CIM,202503,PKG,IC,FCB,투자가동률,실적,0.9476,,,,,,
778,CIM,202503,PKG,IC,FCB,No Wip,실적,0.1684,,,,,,
779,CIM,202503,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
780,CIM,202503,PKG,IC,FCB,Loss,실적,0.0524 ,,,,,,
781,CIM,202503,PKG,IC,W/B,투자가동률,실적,0.1193,,,,,,
782,CIM,202503,PKG,IC,W/B,No Wip,실적,0.0261,,,,,,
783,CIM,202503,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
784,CIM,202503,PKG,IC,W/B,Loss,실적,0.8807 ,,,,,,
785,CIM,202503,PKG,IC,M/D,투자가동률,실적,0.3605,,,,,,
786,CIM,202503,PKG,IC,M/D,No Wip,실적,0.0600,,,,,,
787,CIM,202503,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
788,CIM,202503,PKG,IC,M/D,Loss,실적,0.6395 ,,,,,,
789,CIM,202503,PKG,IC,M/K,투자가동률,실적,0.9138,,,,,,
790,CIM,202503,PKG,IC,M/K,No Wip,실적,0.4834,,,,,,
791,CIM,202503,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
792,CIM,202503,PKG,IC,M/K,Loss,실적,0.0862 ,,,,,,
793,CIM,202503,PKG,IC,SBM,투자가동률,실적,0.6603,,,,,,
794,CIM,202503,PKG,IC,SBM,No Wip,실적,0.3426,,,,,,
795,CIM,202503,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
796,CIM,202503,PKG,IC,SBM,Loss,실적,0.3397 ,,,,,,
797,CIM,202503,PKG,IC,S/G,투자가동률,실적,0.8093,,,,,,
798,CIM,202503,PKG,IC,S/G,No Wip,실적,0.4389,,,,,,
799,CIM,202503,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
800,CIM,202503,PKG,IC,S/G,Loss,실적,0.1907 ,,,,,,
801,GMS,202503,PKG,IC,B/G,투자가동률,목표,0.2855,,,,,,
802,GMS,202503,PKG,IC,B/G,No Wip,목표,0.2088,,,,,,
803,GMS,202503,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
804,GMS,202503,PKG,IC,B/G,Loss,목표,0.7145 ,,,,,,
805,GMS,202503,PKG,IC,WSD,투자가동률,목표,0.9253,,,,,,
806,GMS,202503,PKG,IC,WSD,No Wip,목표,0.5152,,,,,,
807,GMS,202503,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
808,GMS,202503,PKG,IC,WSD,Loss,목표,0.0747 ,,,,,,
809,GMS,202503,PKG,IC,W/S,투자가동률,목표,0.6620,,,,,,
810,GMS,202503,PKG,IC,W/S,No Wip,목표,0.1881,,,,,,
811,GMS,202503,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
812,GMS,202503,PKG,IC,W/S,Loss,목표,0.3380 ,,,,,,
813,GMS,202503,PKG,IC,D/A,투자가동률,목표,0.6613,,,,,,
814,GMS,202503,PKG,IC,D/A,No Wip,목표,0.2765,,,,,,
815,GMS,202503,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
816,GMS,202503,PKG,IC,D/A,Loss,목표,0.3387 ,,,,,,
817,GMS,202503,PKG,IC,FCB,투자가동률,목표,0.8417,,,,,,
818,GMS,202503,PKG,IC,FCB,No Wip,목표,0.0074,,,,,,
819,GMS,202503,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
820,GMS,202503,PKG,IC,FCB,Loss,목표,0.1583 ,,,,,,
821,GMS,202503,PKG,IC,W/B,투자가동률,목표,0.5785,,,,,,
822,GMS,202503,PKG,IC,W/B,No Wip,목표,0.2265,,,,,,
823,GMS,202503,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
824,GMS,202503,PKG,IC,W/B,Loss,목표,0.4215 ,,,,,,
825,GMS,202503,PKG,IC,M/D,투자가동률,목표,0.3809,,,,,,
826,GMS,202503,PKG,IC,M/D,No Wip,목표,0.2686,,,,,,
827,GMS,202503,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
828,GMS,202503,PKG,IC,M/D,Loss,목표,0.6191 ,,,,,,
829,GMS,202503,PKG,IC,M/K,투자가동률,목표,0.1557,,,,,,
830,GMS,202503,PKG,IC,M/K,No Wip,목표,0.0330,,,,,,
831,GMS,202503,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
832,GMS,202503,PKG,IC,M/K,Loss,목표,0.8443 ,,,,,,
833,GMS,202503,PKG,IC,SBM,투자가동률,목표,0.3711,,,,,,
834,GMS,202503,PKG,IC,SBM,No Wip,목표,0.0283,,,,,,
835,GMS,202503,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
836,GMS,202503,PKG,IC,SBM,Loss,목표,0.6289 ,,,,,,
837,GMS,202503,PKG,IC,S/G,투자가동률,목표,0.7312,,,,,,
838,GMS,202503,PKG,IC,S/G,No Wip,목표,0.2373,,,,,,
839,GMS,202503,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
840,GMS,202503,PKG,IC,S/G,Loss,목표,0.2688 ,,,,,,
841,EMS,202503,PKG,IC,B/G,투자가동률,목표,0.6082,,,,,,
842,EMS,202503,PKG,IC,B/G,No Wip,목표,0.4487,,,,,,
843,EMS,202503,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
844,EMS,202503,PKG,IC,B/G,Loss,목표,0.3918 ,,,,,,
845,EMS,202503,PKG,IC,WSD,투자가동률,목표,0.0808,,,,,,
846,EMS,202503,PKG,IC,WSD,No Wip,목표,0.0121,,,,,,
847,EMS,202503,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
848,EMS,202503,PKG,IC,WSD,Loss,목표,0.9192 ,,,,,,
849,EMS,202503,PKG,IC,W/S,투자가동률,목표,0.9345,,,,,,
850,EMS,202503,PKG,IC,W/S,No Wip,목표,0.4949,,,,,,
851,EMS,202503,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
852,EMS,202503,PKG,IC,W/S,Loss,목표,0.0655 ,,,,,,
853,EMS,202503,PKG,IC,D/A,투자가동률,목표,0.0421,,,,,,
854,EMS,202503,PKG,IC,D/A,No Wip,목표,0.0380,,,,,,
855,EMS,202503,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
856,EMS,202503,PKG,IC,D/A,Loss,목표,0.9579 ,,,,,,
857,EMS,202503,PKG,IC,FCB,투자가동률,목표,0.6673,,,,,,
858,EMS,202503,PKG,IC,FCB,No Wip,목표,0.1606,,,,,,
859,EMS,202503,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
860,EMS,202503,PKG,IC,FCB,Loss,목표,0.3327 ,,,,,,
861,EMS,202503,PKG,IC,W/B,투자가동률,목표,0.4076,,,,,,
862,EMS,202503,PKG,IC,W/B,No Wip,목표,0.0574,,,,,,
863,EMS,202503,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
864,EMS,202503,PKG,IC,W/B,Loss,목표,0.5924 ,,,,,,
865,EMS,202503,PKG,IC,M/D,투자가동률,목표,0.2032,,,,,,
866,EMS,202503,PKG,IC,M/D,No Wip,목표,0.1264,,,,,,
867,EMS,202503,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
868,EMS,202503,PKG,IC,M/D,Loss,목표,0.7968 ,,,,,,
869,EMS,202503,PKG,IC,M/K,투자가동률,목표,0.4151,,,,,,
870,EMS,202503,PKG,IC,M/K,No Wip,목표,0.0122,,,,,,
871,EMS,202503,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
872,EMS,202503,PKG,IC,M/K,Loss,목표,0.5849 ,,,,,,
873,EMS,202503,PKG,IC,SBM,투자가동률,목표,0.4361,,,,,,
874,EMS,202503,PKG,IC,SBM,No Wip,목표,0.1075,,,,,,
875,EMS,202503,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
876,EMS,202503,PKG,IC,SBM,Loss,목표,0.5639 ,,,,,,
877,EMS,202503,PKG,IC,S/G,투자가동률,목표,0.6167,,,,,,
878,EMS,202503,PKG,IC,S/G,No Wip,목표,0.0035,,,,,,
879,EMS,202503,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
880,EMS,202503,PKG,IC,S/G,Loss,목표,0.3833 ,,,,,,
881,RPT,202503,PKG,IC,B/G,투자가동률,목표,0.5437,,,,,,
882,RPT,202503,PKG,IC,B/G,No Wip,목표,0.0769,,,,,,
883,RPT,202503,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
884,RPT,202503,PKG,IC,B/G,Loss,목표,0.4563 ,,,,,,
885,RPT,202503,PKG,IC,WSD,투자가동률,목표,0.4790,,,,,,
886,RPT,202503,PKG,IC,WSD,No Wip,목표,0.3379,,,,,,
887,RPT,202503,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
888,RPT,202503,PKG,IC,WSD,Loss,목표,0.5210 ,,,,,,
889,RPT,202503,PKG,IC,W/S,투자가동률,목표,0.7494,,,,,,
890,RPT,202503,PKG,IC,W/S,No Wip,목표,0.4130,,,,,,
891,RPT,202503,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
892,RPT,202503,PKG,IC,W/S,Loss,목표,0.2506 ,,,,,,
893,RPT,202503,PKG,IC,D/A,투자가동률,목표,0.8546,,,,,,
894,RPT,202503,PKG,IC,D/A,No Wip,목표,0.7876,,,,,,
895,RPT,202503,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
896,RPT,202503,PKG,IC,D/A,Loss,목표,0.1454 ,,,,,,
897,RPT,202503,PKG,IC,FCB,투자가동률,목표,0.8985,,,,,,
898,RPT,202503,PKG,IC,FCB,No Wip,목표,0.2158,,,,,,
899,RPT,202503,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
900,RPT,202503,PKG,IC,FCB,Loss,목표,0.1015 ,,,,,,
901,RPT,202503,PKG,IC,W/B,투자가동률,목표,0.2234,,,,,,
902,RPT,202503,PKG,IC,W/B,No Wip,목표,0.1618,,,,,,
903,RPT,202503,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
904,RPT,202503,PKG,IC,W/B,Loss,목표,0.7766 ,,,,,,
905,RPT,202503,PKG,IC,M/D,투자가동률,목표,0.4491,,,,,,
906,RPT,202503,PKG,IC,M/D,No Wip,목표,0.1897,,,,,,
907,RPT,202503,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
908,RPT,202503,PKG,IC,M/D,Loss,목표,0.5509 ,,,,,,
909,RPT,202503,PKG,IC,M/K,투자가동률,목표,0.8502,,,,,,
910,RPT,202503,PKG,IC,M/K,No Wip,목표,0.8047,,,,,,
911,RPT,202503,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
912,RPT,202503,PKG,IC,M/K,Loss,목표,0.1498 ,,,,,,
913,RPT,202503,PKG,IC,SBM,투자가동률,목표,0.9563,,,,,,
914,RPT,202503,PKG,IC,SBM,No Wip,목표,0.9163,,,,,,
915,RPT,202503,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
916,RPT,202503,PKG,IC,SBM,Loss,목표,0.0437 ,,,,,,
917,RPT,202503,PKG,IC,S/G,투자가동률,목표,0.2371,,,,,,
918,RPT,202503,PKG,IC,S/G,No Wip,목표,0.0626,,,,,,
919,RPT,202503,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
920,RPT,202503,PKG,IC,S/G,Loss,목표,0.7629 ,,,,,,
921,CIM,202503,PKG,IC,B/G,투자가동률,목표,0.2146,,,,,,
922,CIM,202503,PKG,IC,B/G,No Wip,목표,0.1517,,,,,,
923,CIM,202503,PKG,IC,B/G,Linearity,목표,0.9500,,,,,,
924,CIM,202503,PKG,IC,B/G,Loss,목표,0.7854 ,,,,,,
925,CIM,202503,PKG,IC,WSD,투자가동률,목표,0.9066,,,,,,
926,CIM,202503,PKG,IC,WSD,No Wip,목표,0.5806,,,,,,
927,CIM,202503,PKG,IC,WSD,Linearity,목표,0.9500,,,,,,
928,CIM,202503,PKG,IC,WSD,Loss,목표,0.0934 ,,,,,,
929,CIM,202503,PKG,IC,W/S,투자가동률,목표,0.7892,,,,,,
930,CIM,202503,PKG,IC,W/S,No Wip,목표,0.0219,,,,,,
931,CIM,202503,PKG,IC,W/S,Linearity,목표,0.9500,,,,,,
932,CIM,202503,PKG,IC,W/S,Loss,목표,0.2108 ,,,,,,
933,CIM,202503,PKG,IC,D/A,투자가동률,목표,0.9243,,,,,,
934,CIM,202503,PKG,IC,D/A,No Wip,목표,0.8914,,,,,,
935,CIM,202503,PKG,IC,D/A,Linearity,목표,0.9500,,,,,,
936,CIM,202503,PKG,IC,D/A,Loss,목표,0.0757 ,,,,,,
937,CIM,202503,PKG,IC,FCB,투자가동률,목표,0.9486,,,,,,
938,CIM,202503,PKG,IC,FCB,No Wip,목표,0.7884,,,,,,
939,CIM,202503,PKG,IC,FCB,Linearity,목표,0.9500,,,,,,
940,CIM,202503,PKG,IC,FCB,Loss,목표,0.0514 ,,,,,,
941,CIM,202503,PKG,IC,W/B,투자가동률,목표,0.4816,,,,,,
942,CIM,202503,PKG,IC,W/B,No Wip,목표,0.3145,,,,,,
943,CIM,202503,PKG,IC,W/B,Linearity,목표,0.9500,,,,,,
944,CIM,202503,PKG,IC,W/B,Loss,목표,0.5184 ,,,,,,
945,CIM,202503,PKG,IC,M/D,투자가동률,목표,0.0572,,,,,,
946,CIM,202503,PKG,IC,M/D,No Wip,목표,0.0083,,,,,,
947,CIM,202503,PKG,IC,M/D,Linearity,목표,0.9500,,,,,,
948,CIM,202503,PKG,IC,M/D,Loss,목표,0.9428 ,,,,,,
949,CIM,202503,PKG,IC,M/K,투자가동률,목표,0.0756,,,,,,
950,CIM,202503,PKG,IC,M/K,No Wip,목표,0.0462,,,,,,
951,CIM,202503,PKG,IC,M/K,Linearity,목표,0.9500,,,,,,
952,CIM,202503,PKG,IC,M/K,Loss,목표,0.9244 ,,,,,,
953,CIM,202503,PKG,IC,SBM,투자가동률,목표,0.0687,,,,,,
954,CIM,202503,PKG,IC,SBM,No Wip,목표,0.0407,,,,,,
955,CIM,202503,PKG,IC,SBM,Linearity,목표,0.9500,,,,,,
956,CIM,202503,PKG,IC,SBM,Loss,목표,0.9313 ,,,,,,
957,CIM,202503,PKG,IC,S/G,투자가동률,목표,0.9050,,,,,,
958,CIM,202503,PKG,IC,S/G,No Wip,목표,0.4432,,,,,,
959,CIM,202503,PKG,IC,S/G,Linearity,목표,0.9500,,,,,,
960,CIM,202503,PKG,IC,S/G,Loss,목표,0.0950 ,,,,,,
961,GMS,202504,PKG,IC,B/G,투자가동률,실적,0.9917,,,,,,
962,GMS,202504,PKG,IC,B/G,No Wip,실적,0.1321,,,,,,
963,GMS,202504,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
964,GMS,202504,PKG,IC,B/G,Loss,실적,0.0083 ,,,,,,
965,GMS,202504,PKG,IC,WSD,투자가동률,실적,0.6603,,,,,,
966,GMS,202504,PKG,IC,WSD,No Wip,실적,0.1032,,,,,,
967,GMS,202504,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
968,GMS,202504,PKG,IC,WSD,Loss,실적,0.3397 ,,,,,,
969,GMS,202504,PKG,IC,W/S,투자가동률,실적,0.3739,,,,,,
970,GMS,202504,PKG,IC,W/S,No Wip,실적,0.3512,,,,,,
971,GMS,202504,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
972,GMS,202504,PKG,IC,W/S,Loss,실적,0.6261 ,,,,,,
973,GMS,202504,PKG,IC,D/A,투자가동률,실적,0.6176,,,,,,
974,GMS,202504,PKG,IC,D/A,No Wip,실적,0.1596,,,,,,
975,GMS,202504,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
976,GMS,202504,PKG,IC,D/A,Loss,실적,0.3824 ,,,,,,
977,GMS,202504,PKG,IC,FCB,투자가동률,실적,0.7312,,,,,,
978,GMS,202504,PKG,IC,FCB,No Wip,실적,0.0733,,,,,,
979,GMS,202504,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
980,GMS,202504,PKG,IC,FCB,Loss,실적,0.2688 ,,,,,,
981,GMS,202504,PKG,IC,W/B,투자가동률,실적,0.6001,,,,,,
982,GMS,202504,PKG,IC,W/B,No Wip,실적,0.2545,,,,,,
983,GMS,202504,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
984,GMS,202504,PKG,IC,W/B,Loss,실적,0.3999 ,,,,,,
985,GMS,202504,PKG,IC,M/D,투자가동률,실적,0.3119,,,,,,
986,GMS,202504,PKG,IC,M/D,No Wip,실적,0.1592,,,,,,
987,GMS,202504,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
988,GMS,202504,PKG,IC,M/D,Loss,실적,0.6881 ,,,,,,
989,GMS,202504,PKG,IC,M/K,투자가동률,실적,0.7475,,,,,,
990,GMS,202504,PKG,IC,M/K,No Wip,실적,0.0804,,,,,,
991,GMS,202504,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
992,GMS,202504,PKG,IC,M/K,Loss,실적,0.2525 ,,,,,,
993,GMS,202504,PKG,IC,SBM,투자가동률,실적,0.5553,,,,,,
994,GMS,202504,PKG,IC,SBM,No Wip,실적,0.5391,,,,,,
995,GMS,202504,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
996,GMS,202504,PKG,IC,SBM,Loss,실적,0.4447 ,,,,,,
997,GMS,202504,PKG,IC,S/G,투자가동률,실적,0.3662,,,,,,
998,GMS,202504,PKG,IC,S/G,No Wip,실적,0.3104,,,,,,
999,GMS,202504,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1000,GMS,202504,PKG,IC,S/G,Loss,실적,0.6338 ,,,,,,
1001,EMS,202504,PKG,IC,B/G,투자가동률,실적,0.4421,,,,,,
1002,EMS,202504,PKG,IC,B/G,No Wip,실적,0.1101,,,,,,
1003,EMS,202504,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1004,EMS,202504,PKG,IC,B/G,Loss,실적,0.5579 ,,,,,,
1005,EMS,202504,PKG,IC,WSD,투자가동률,실적,0.3126,,,,,,
1006,EMS,202504,PKG,IC,WSD,No Wip,실적,0.1656,,,,,,
1007,EMS,202504,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1008,EMS,202504,PKG,IC,WSD,Loss,실적,0.6874 ,,,,,,
1009,EMS,202504,PKG,IC,W/S,투자가동률,실적,0.2035,,,,,,
1010,EMS,202504,PKG,IC,W/S,No Wip,실적,0.0388,,,,,,
1011,EMS,202504,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1012,EMS,202504,PKG,IC,W/S,Loss,실적,0.7965 ,,,,,,
1013,EMS,202504,PKG,IC,D/A,투자가동률,실적,0.8099,,,,,,
1014,EMS,202504,PKG,IC,D/A,No Wip,실적,0.7516,,,,,,
1015,EMS,202504,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1016,EMS,202504,PKG,IC,D/A,Loss,실적,0.1901 ,,,,,,
1017,EMS,202504,PKG,IC,FCB,투자가동률,실적,0.4176,,,,,,
1018,EMS,202504,PKG,IC,FCB,No Wip,실적,0.3632,,,,,,
1019,EMS,202504,PKG,IC,FCB,Linearity,실적,0.9500,,,,,,
1020,EMS,202504,PKG,IC,FCB,Loss,실적,0.5824 ,,,,,,
1021,EMS,202504,PKG,IC,W/B,투자가동률,실적,0.6001,,,,,,
1022,EMS,202504,PKG,IC,W/B,No Wip,실적,0.1687,,,,,,
1023,EMS,202504,PKG,IC,W/B,Linearity,실적,0.9500,,,,,,
1024,EMS,202504,PKG,IC,W/B,Loss,실적,0.3999 ,,,,,,
1025,EMS,202504,PKG,IC,M/D,투자가동률,실적,0.2758,,,,,,
1026,EMS,202504,PKG,IC,M/D,No Wip,실적,0.1104,,,,,,
1027,EMS,202504,PKG,IC,M/D,Linearity,실적,0.9500,,,,,,
1028,EMS,202504,PKG,IC,M/D,Loss,실적,0.7242 ,,,,,,
1029,EMS,202504,PKG,IC,M/K,투자가동률,실적,0.1355,,,,,,
1030,EMS,202504,PKG,IC,M/K,No Wip,실적,0.0100,,,,,,
1031,EMS,202504,PKG,IC,M/K,Linearity,실적,0.9500,,,,,,
1032,EMS,202504,PKG,IC,M/K,Loss,실적,0.8645 ,,,,,,
1033,EMS,202504,PKG,IC,SBM,투자가동률,실적,0.4485,,,,,,
1034,EMS,202504,PKG,IC,SBM,No Wip,실적,0.2528,,,,,,
1035,EMS,202504,PKG,IC,SBM,Linearity,실적,0.9500,,,,,,
1036,EMS,202504,PKG,IC,SBM,Loss,실적,0.5515 ,,,,,,
1037,EMS,202504,PKG,IC,S/G,투자가동률,실적,0.5804,,,,,,
1038,EMS,202504,PKG,IC,S/G,No Wip,실적,0.0663,,,,,,
1039,EMS,202504,PKG,IC,S/G,Linearity,실적,0.9500,,,,,,
1040,EMS,202504,PKG,IC,S/G,Loss,실적,0.4196 ,,,,,,
1041,RPT,202504,PKG,IC,B/G,투자가동률,실적,0.7419,,,,,,
1042,RPT,202504,PKG,IC,B/G,No Wip,실적,0.2219,,,,,,
1043,RPT,202504,PKG,IC,B/G,Linearity,실적,0.9500,,,,,,
1044,RPT,202504,PKG,IC,B/G,Loss,실적,0.2581 ,,,,,,
1045,RPT,202504,PKG,IC,WSD,투자가동률,실적,0.0041,,,,,,
1046,RPT,202504,PKG,IC,WSD,No Wip,실적,0.0003,,,,,,
1047,RPT,202504,PKG,IC,WSD,Linearity,실적,0.9500,,,,,,
1048,RPT,202504,PKG,IC,WSD,Loss,실적,0.9959 ,,,,,,
1049,RPT,202504,PKG,IC,W/S,투자가동률,실적,0.0022,,,,,,
1050,RPT,202504,PKG,IC,W/S,No Wip,실적,0.0002,,,,,,
1051,RPT,202504,PKG,IC,W/S,Linearity,실적,0.9500,,,,,,
1052,RPT,202504,PKG,IC,W/S,Loss,실적,0.9978 ,,,,,,
1053,RPT,202504,PKG,IC,D/A,투자가동률,실적,0.7411,,,,,,
1054,RPT,202504,PKG,IC,D/A,No Wip,실적,0.6930,,,,,,
1055,RPT,202504,PKG,IC,D/A,Linearity,실적,0.9500,,,,,,
1056,RPT,202504,PKG,IC,D/A,Loss,실적,0.2589 ,,,,,,
1057,RPT,202504,PKG,IC,FCB,투자가동률,실적,0.8366,,,,,,
